"FieldName","ValidationStatus","ClassName","ModelClass","LineContent","LineNo","FilePath","RepoName"
"transaction.acquirer.transactionid","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Acquirer","return ""Unsupported request: The maximum length of transaction.acquirer.transactionId is ""","168","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.financialnetworkdate","VALID","ElavonSettlementValidator","Transaction","&& isEmpty( ctx.request().transaction().financialNetworkDate() ) ) {","188","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.transactionid","VALID","ElavonSettlementValidator","Transaction","if ( isEmpty( ctx.request().transaction().transactionId() ) ) {","201","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.financialnetworktransactionid","VALID","ElavonSettlementValidator","Transaction","&& isEmpty( ctx.request().transaction().financialNetworkTransactionId() ) ) {","215","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.associatedtransaction.returnaci","VALID","ElavonSettlementValidator","AssociatedTransaction","ctx.request().transaction().associatedTransaction().returnAci(), ""Visa"" );","238","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.acquirercscresponsecode","VALID","ElavonSettlementValidator","Transaction","if ( isNotEmpty( ctx.request().transaction().acquirerCscResponseCode() )","250","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.acquirercscresponsecode","VALID","ElavonSettlementValidator","Transaction",".contains( ctx.request().transaction().acquirerCscResponseCode() ) ) {","252","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.acquirercscresponsecode","VALID","ElavonSettlementValidator","Transaction","ctx.request().transaction().acquirerCscResponseCode(), ""Visa"" );","254","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Transaction","Airline airline = ctx.request().transaction().airline();","266","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.passengers","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Airline","String firstName = airline.passengers( 0 ).firstName();","267","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Transaction","Airline airline = ctx.request().transaction().airline();","278","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.passengers","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Airline","String lastName = airline.passengers( 0 ).lastName();","279","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Transaction","Airline airline = ctx.request().transaction().airline();","291","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Itinerary","String departureAirport = airline.itinerary().legs( 0 ).departureAirport();","292","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Transaction","Airline airline = ctx.request().transaction().airline();","304","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.ticket.issue.carriercode","VALID","ElavonSettlementValidator","Issue","String carrierCode = airline.ticket().issue().carrierCode();","305","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.ticket.issue.carrieraccountingcode","VALID","ElavonSettlementValidator","Issue","String carrierAccountingCode = airline.ticket().issue().carrierAccountingCode();","306","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Transaction","Airline airline = ctx.request().transaction().airline();","323","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Itinerary","String carrierCode = airline.itinerary().legs( 0 ).carrierCode();","324","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Itinerary","String carrierAccountingCode = airline.itinerary().legs( 0 ).carrierAccountingCode();","325","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Transaction","Airline airline = ctx.request().transaction().airline();","342","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Itinerary","String fareBasis = airline.itinerary().legs( 0 ).fareBasis();","343","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Transaction","Airline airline = ctx.request().transaction().airline();","354","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Itinerary","String departureDate = airline.itinerary().legs( 0 ).departureDate();","355","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Transaction","Airline airline = ctx.request().transaction().airline();","366","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.ticket.totalfare","VALID","ElavonSettlementValidator","Ticket","BigDecimal totalFare = airline.ticket().totalFare();","367","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Transaction","Airline.TransactionType transactionType = ctx.request().transaction().airline()","378","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.transactiontype.tour_order","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Airline","else if ( transactionType == Airline.TransactionType.TOUR_ORDER","383","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.transactiontype.reversal","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Airline","|| transactionType == Airline.TransactionType.REVERSAL ) {","384","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.bookingreference","VALID","ElavonSettlementValidator","Airline","String bookingReference = ctx.request().transaction().airline().bookingReference();","395","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Itinerary","String travelClass = ctx.request().transaction().airline().itinerary().legs( 0 )","407","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Itinerary","String classOfService = ctx.request().transaction().airline().itinerary().legs( leg )","421","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.itinerary.legs","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Itinerary","String departureDate = ctx.request().transaction().airline().itinerary().legs( 0 )","435","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.meta.synthetic","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Airline","return !ctx.request().transaction().airline().meta.synthetic();","449","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"routingheader.action","VALID","ElavonSettlementValidator","RoutingHeader","RoutingHeader.Action action = transactionRequest.routingHeader().action();","458","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.transactiontype","VALID","ElavonSettlementValidator","TransactionRequest","Transaction.TransactionType transactionType = transactionRequest.transaction()","459","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"routingheader.action.capture","NOT_IN_CONVENTIONS","ElavonSettlementValidator","RoutingHeader","return action == RoutingHeader.Action.CAPTURE","461","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.transactiontype.capture","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Transaction","|| transactionType == Transaction.TransactionType.CAPTURE;","462","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"routingheader.action","VALID","ElavonSettlementValidator","RoutingHeader","RoutingHeader.Action action = transactionRequest.routingHeader().action();","466","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.transactiontype","VALID","ElavonSettlementValidator","TransactionRequest","Transaction.TransactionType transactionType = transactionRequest.transaction()","467","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"routingheader.action.payment","NOT_IN_CONVENTIONS","ElavonSettlementValidator","RoutingHeader","return action == RoutingHeader.Action.PAYMENT","469","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.transactiontype.payment","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Transaction","|| transactionType == Transaction.TransactionType.PAYMENT;","470","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"routingheader.action","VALID","ElavonSettlementValidator","RoutingHeader","RoutingHeader.Action action = transactionRequest.routingHeader().action();","474","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.transactiontype","VALID","ElavonSettlementValidator","TransactionRequest","Transaction.TransactionType transactionType = transactionRequest.transaction()","475","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"routingheader.action.refund","NOT_IN_CONVENTIONS","ElavonSettlementValidator","RoutingHeader","return action == RoutingHeader.Action.REFUND","477","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.transactiontype.refund","NOT_IN_CONVENTIONS","ElavonSettlementValidator","Transaction","|| transactionType == Transaction.TransactionType.REFUND;","478","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.associatedtransaction.returnaci","VALID","ElavonSettlementValidator","AssociatedTransaction","String returnAci = transactionRequest.transaction().associatedTransaction().returnAci();","482","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettlementValidator.java","acqelavons2aservice"
"transaction.airline.meta.synthetic","NOT_IN_CONVENTIONS","ElavonSettleTransactionContext","Airline","&& !request().transaction().airline().meta.synthetic();","126","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.transactiontype","VALID","ElavonSettleTransactionContext","Transaction","final Transaction.TransactionType txnType = request().transaction().transactionType();","136","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.transactionid","VALID","ElavonSettleTransactionContext","Transaction","+ request().transaction().transactionId() + "" "" + txnType );","147","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.transactiontype.capture","NOT_IN_CONVENTIONS","ElavonSettleTransactionContext","Transaction","if ( request().transaction().transactionType() == Transaction.TransactionType.CAPTURE","156","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.transactiontype.refund","NOT_IN_CONVENTIONS","ElavonSettleTransactionContext","Transaction","|| request().transaction().transactionType() == Transaction.TransactionType.REFUND ) {","157","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.transactiondate","VALID","ElavonSettleTransactionContext","Transaction","temporalAccessor = UTC_PARSER.parse( request().transaction().transactionDate() );","159","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.orderdate","VALID","ElavonSettleTransactionContext","Transaction","temporalAccessor = UTC_PARSER.parse( request().transaction().orderDate() );","162","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.orderdate","VALID","ElavonSettleTransactionContext","Transaction","TemporalAccessor temporalAccessor = UTC_PARSER.parse( request().transaction().orderDate() );","169","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.cardexpirydate","VALID","ElavonSettleTransactionContext","Transaction","if ( StringUtils.isNotEmpty( request().transaction().cardExpiryDate() ) ) {","183","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.cardexpirydate","VALID","ElavonSettleTransactionContext","Transaction","return request().transaction().cardExpiryDate().substring( 2, 4 )","185","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.cardexpirydate","VALID","ElavonSettleTransactionContext","Transaction","+ request().transaction().cardExpiryDate().substring( 0, 2 );","186","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.transactionsource","VALID","ElavonSettleTransactionContext","Transaction","Transaction.TransactionSource source = this.request().transaction().transactionSource();","352","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.is_standing_authorization_transaction","NOT_IN_CONVENTIONS","ElavonSettleTransactionContext","Transaction","if ( ElavonPredicates.IS_STANDING_AUTHORIZATION_TRANSACTION.identityPredicate()","354","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.transactionsource","VALID","ElavonSettleTransactionContext","Transaction","EnumSet<Transaction.TransactionSource> transactionSources = EnumSet.of( TELEPHONE_ORDER,","361","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.transactionfrequency","VALID","ElavonSettleTransactionContext","Transaction",".contains( request().transaction().transactionFrequency() ) ) {","370","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.authenticationversion","VALID","ElavonSettleTransactionContext","Transaction","final Map<Transaction.AuthenticationVersion, String> threeDSVersionNumberMapping = new HashMap<>();","378","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.authenticationversion.threeds1","NOT_IN_CONVENTIONS","ElavonSettleTransactionContext","Transaction","threeDSVersionNumberMapping.put( Transaction.AuthenticationVersion.threeDS1, ""1"" );","379","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.authenticationversion.threeds2","NOT_IN_CONVENTIONS","ElavonSettleTransactionContext","Transaction","threeDSVersionNumberMapping.put( Transaction.AuthenticationVersion.threeDS2, ""2"" );","380","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.authenticationversion","VALID","ElavonSettleTransactionContext","Transaction",".get( this.request().transaction().authenticationVersion() ) )","384","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"merchantcontext.acquirer.acquirercustomfields","NOT_IN_CONVENTIONS","ElavonSettleTransactionContext","AcquirerCustomFields",".merchantAcquirerRelationship().merchantAcquirerCustomFields().customRules() )","415","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.purchasetype.debt_repayment","NOT_IN_CONVENTIONS","ElavonSettleTransactionContext","Transaction","&& request().transaction().purchaseType() == Transaction.PurchaseType.DEBT_REPAYMENT ) {","429","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.transactionsforthisorder","VALID","ElavonSettleTransactionContext","Transaction","IntPredicate authUpdatePredicate = i -> request.transaction().transactionsForThisOrder( i )","437","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.transactiontype.authorization_update","NOT_IN_CONVENTIONS","ElavonSettleTransactionContext","Transaction",".transaction().transactionType() == Transaction.TransactionType.AUTHORIZATION_UPDATE;","438","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"transaction.transactionsforthisordercount","NOT_IN_CONVENTIONS","ElavonSettleTransactionContext","Transaction",".limit( request.transaction().transactionsForThisOrderCount() )","441","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\ElavonSettleTransactionContext.java","acqelavons2aservice"
"merchantcontext.merchant.submerchant.tradingname","VALID","MerchantAddressAddendumRecord","SubMerchant","ctx -> ctx.request().merchantContext().merchant().subMerchant().tradingName()),","35","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\MerchantAddressAddendumRecord.java","acqelavons2aservice"
"merchantcontext.merchant.submerchant.city","VALID","MerchantAddressAddendumRecord","SubMerchant","ctx -> ctx.request().merchantContext().merchant().subMerchant().city()),","39","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\MerchantAddressAddendumRecord.java","acqelavons2aservice"
"merchantcontext.merchant.submerchant.stateprovince","VALID","MerchantAddressAddendumRecord","SubMerchant","ctx -> ctx.request().merchantContext().merchant().subMerchant().stateProvince()),","43","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\MerchantAddressAddendumRecord.java","acqelavons2aservice"
"merchantcontext.merchant.submerchant.postcode","VALID","MerchantAddressAddendumRecord","SubMerchant","ctx -> ctx.request().merchantContext().merchant().subMerchant().postCode()),","47","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\MerchantAddressAddendumRecord.java","acqelavons2aservice"
"merchantcontext.merchant.submerchant.country","VALID","MerchantAddressAddendumRecord","SubMerchant","ctx -> ctx.request().merchantContext().merchant().subMerchant().country()),","51","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-settlement-elavon\src\main\java\com\mastercard\gateway\acquiring\settlement\elavon\field\MerchantAddressAddendumRecord.java","acqelavons2aservice"
